CustomerID,AdSpend_Group,Pre_Purchase_Group,Customer_Loyalty,Conv_Probability
8439,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8440,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8441,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
8442,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8443,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
8444,"Medium Spend","Occasional Buyer","Silver Tier","Low Probability"
8445,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8446,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8447,"High Spend","Occasional Buyer","Silver Tier","High Probability"
8448,"Medium Spend","Frequent Buyer","Gold Tier","Low Probability"
8449,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8450,"Low Spend","New Customer","Silver Tier","High Probability"
8451,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8452,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
8453,"High Spend","New Customer","Gold Tier","High Probability"
8454,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8455,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8456,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8457,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8458,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
8459,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8460,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8461,"High Spend","New Customer","Gold Tier","High Probability"
8462,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8463,"Medium Spend","Occasional Buyer","Bronze Tier","Low Probability"
8464,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8465,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8466,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8467,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8468,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8469,"Medium Spend","New Customer","Platinum Tier","Low Probability"
8470,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
8471,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
8472,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8473,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8474,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8475,"High Spend","New Customer","Gold Tier","High Probability"
8476,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
8477,"Low Spend","Frequent Buyer","Bronze Tier","High Probability"
8478,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8479,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8480,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
8481,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8482,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8483,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8484,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8485,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
8486,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8487,"Low Spend","Frequent Buyer","Silver Tier","High Probability"
8488,"Medium Spend","Occasional Buyer","Bronze Tier","Low Probability"
8489,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8490,"High Spend","Occasional Buyer","Silver Tier","High Probability"
8491,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8492,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8493,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8494,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
8495,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
8496,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8497,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8498,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8499,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8500,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
8501,"Medium Spend","Frequent Buyer","Silver Tier","Low Probability"
8502,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8503,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8504,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8505,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8506,"Low Spend","Frequent Buyer","Gold Tier","High Probability"
8507,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8508,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8509,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8510,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8511,"Medium Spend","New Customer","Platinum Tier","High Probability"
8512,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8513,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8514,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8515,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
8516,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8517,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8518,"High Spend","New Customer","Silver Tier","High Probability"
8519,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
8520,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
8521,"Medium Spend","Occasional Buyer","Gold Tier","Low Probability"
8522,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8523,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8524,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8525,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8526,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8527,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
8528,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
8529,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
8530,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
8531,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8532,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8533,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
8534,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
8535,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8536,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
8537,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8538,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8539,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8540,"High Spend","Occasional Buyer","Silver Tier","High Probability"
8541,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8542,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8543,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
8544,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8545,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
8546,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
8547,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
8548,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
8549,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8550,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8551,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8552,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8553,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8554,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8555,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8556,"High Spend","Occasional Buyer","Silver Tier","High Probability"
8557,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8558,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8559,"High Spend","New Customer","Platinum Tier","High Probability"
8560,"Medium Spend","New Customer","Platinum Tier","Low Probability"
8561,"Medium Spend","Frequent Buyer","Bronze Tier","Low Probability"
8562,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8563,"High Spend","New Customer","Platinum Tier","High Probability"
8564,"High Spend","Frequent Buyer","Platinum Tier","Low Probability"
8565,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8566,"Medium Spend","New Customer","Silver Tier","High Probability"
8567,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8568,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8569,"High Spend","Occasional Buyer","Silver Tier","High Probability"
8570,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8571,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8572,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
8573,"High Spend","Occasional Buyer","Silver Tier","High Probability"
8574,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8575,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8576,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8577,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8578,"Medium Spend","Occasional Buyer","Silver Tier","Low Probability"
8579,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8580,"High Spend","New Customer","Gold Tier","Low Probability"
8581,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
8582,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8583,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8584,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8585,"Low Spend","Occasional Buyer","Silver Tier","High Probability"
8586,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8587,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8588,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8589,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8590,"Low Spend","Occasional Buyer","Silver Tier","High Probability"
8591,"High Spend","New Customer","Bronze Tier","Low Probability"
8592,"High Spend","New Customer","Silver Tier","High Probability"
8593,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8594,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
8595,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8596,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8597,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8598,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8599,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8600,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
8601,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8602,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8603,"Low Spend","Occasional Buyer","Gold Tier","High Probability"
8604,"Low Spend","Occasional Buyer","Platinum Tier","High Probability"
8605,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8606,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
8607,"High Spend","New Customer","Bronze Tier","High Probability"
8608,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8609,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8610,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8611,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8612,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8613,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8614,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8615,"Medium Spend","Frequent Buyer","Platinum Tier","Low Probability"
8616,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8617,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8618,"High Spend","Occasional Buyer","Silver Tier","High Probability"
8619,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8620,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8621,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8622,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8623,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8624,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8625,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
8626,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8627,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8628,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8629,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8630,"High Spend","New Customer","Silver Tier","High Probability"
8631,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8632,"High Spend","Occasional Buyer","Silver Tier","High Probability"
8633,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
8634,"High Spend","Frequent Buyer","Silver Tier","High Probability"
8635,"High Spend","New Customer","Silver Tier","High Probability"
8636,"Medium Spend","Frequent Buyer","Platinum Tier","Low Probability"
8637,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8638,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
8639,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
8640,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
8641,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8642,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8643,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8644,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8645,"High Spend","Frequent Buyer","Gold Tier","High Probability"
8646,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8647,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8648,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
8649,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
8650,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
8651,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8652,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
8653,"High Spend","Occasional Buyer","Gold Tier","High Probability"
8654,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
